row_id,request_count,peak_1s_requests,interarrival_cv,unique_path_ratio,dominant_route_ratio,unmatched_route_ratio,post_ratio,login_ratio,login_failure_ratio,backend_404_ratio,backend_5xx_ratio,mean_request_body_bytes,p95_upstream_duration_ms,endpoint_method_deviation
415,44.0,2.0,0.3244103689411873,0.022727272727272728,1.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,3.0,2.3846153846153846
416,73.0,2.0,0.29238764880422236,0.2191780821917808,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
417,9.0,1.0,0.374013958934406,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,3.0,0.0
418,8.0,1.0,0.18457241612489353,0.875,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,2.0,0.0
419,8.0,1.0,0.15998439132052134,0.875,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,2.0,0.0
420,7.0,1.0,0.2413867257109548,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,2.0,0.0
421,8.0,1.0,0.36363596722715696,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0
422,8.0,1.0,0.33011048962601536,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,3.0,0.0
423,7.0,1.0,0.23910927065054952,1.0,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,3.0,0.0
424,7.0,1.0,0.30210850219933233,1.0,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,2.0,0.0
425,9.0,1.0,0.35721808894230045,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,3.0,0.0
426,6.0,1.0,0.08414723973695658,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,3.0,0.0
427,7.0,1.0,0.2540050007480349,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,2.0,0.0
428,7.0,1.0,0.285085193756219,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,4.0,0.0
429,10.0,1.0,0.2654638521297349,0.9,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,3.0,0.0
430,7.0,1.0,0.4106879834090915,1.0,1.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,3.0,0.0
431,8.0,1.0,0.37826797807130486,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,3.0,0.0
432,7.0,1.0,0.361889980864553,1.0,1.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,2.0,0.0
433,8.0,1.0,0.3400219128134175,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0
434,6.0,1.0,0.4179451281994729,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
435,10.0,1.0,0.4382192685401384,0.9,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,3.0,0.0
436,7.0,1.0,0.4275150114689876,1.0,1.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,2.0,0.0
437,6.0,1.0,0.25466695304919434,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,1.0,0.0
438,11.0,1.0,0.2417734470842609,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
439,12.0,1.0,0.28231310167002743,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
440,13.0,1.0,0.2670555122204136,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
441,12.0,1.0,0.3364205638735827,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
442,14.0,1.0,0.3643836811348174,0.07142857142857142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
443,13.0,1.0,0.2307243539705912,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
444,12.0,1.0,0.23761456727518668,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
445,14.0,1.0,0.35260802258676677,0.07142857142857142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
446,4.0,1.0,0.008497358651611896,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
447,4.0,1.0,0.002778088532730458,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
448,6.0,1.0,0.0056024939293140615,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2
449,4.0,1.0,0.008539374157739464,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
450,4.0,1.0,0.0010917026835866829,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
451,4.0,1.0,0.0033516104412630488,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
452,12.0,1.0,0.021587741696789776,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4
453,6.0,1.0,0.009379229047344704,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
454,8.0,4.0,1.1339837244620101,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
455,13.0,5.0,1.6266040064049274,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4444444444444444
456,8.0,5.0,1.332624176110055,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
457,11.0,5.0,1.287270733439823,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.2222222222222222
458,18.0,5.0,1.7255316495539035,0.05555555555555555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
459,11.0,4.0,1.2108733228069972,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2222222222222222
460,9.0,4.0,1.2392641578882062,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
461,9.0,3.0,1.0047048899614266,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
462,9.0,1.0,0.21907175459564085,0.6666666666666666,0.7777777777777778,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,3.0,0.0
463,11.0,1.0,0.3800205362376805,0.8181818181818182,0.7272727272727273,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,2.0,0.0
464,12.0,1.0,0.38567343387428205,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,18.0,0.0
465,11.0,1.0,0.3314589034659116,0.8181818181818182,0.7272727272727273,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,2.0,0.0
